lambda	n	k
0.854390341	4.691873236	0.032779019
0.855044378	4.691360213	0.032720787
0.855693512	4.690848193	0.032661471
0.856343632	4.690338257	0.032603192
0.85699474	4.689830399	0.032544887
0.857640906	4.689324626	0.032487621
0.85829399	4.688820924	0.032429262
0.858942118	4.688319309	0.032371942
0.859591225	4.687818707	0.032314603
0.860241315	4.687321253	0.03225723
0.860892388	4.686824821	0.032200905
0.861544448	4.686331537	0.032144546
0.862191501	4.685839269	0.032088168
0.862845531	4.685349083	0.032031765
0.86349454	4.684860982	0.031975335
0.864144526	4.684373905	0.031919954
0.864795491	4.68388998	0.03186454
0.865441397	4.683407074	0.031809108
0.866094319	4.682926253	0.03175365
0.866742167	4.682447527	0.031699234
0.867390985	4.68196982	0.0316448
0.868040775	4.681495269	0.031590334
0.86869154	4.681021738	0.03153585
0.869343281	4.680549228	0.031481348
0.869996	4.680079883	0.031427882
0.870643587	4.67961156	0.031374399
0.871292138	4.679145328	0.031320891
0.871941657	4.678680118	0.031267365
0.872592144	4.678218069	0.031213808
0.873243603	4.677755982	0.031161309
0.873889876	4.677297057	0.031108779
0.874543274	4.676839156	0.031056232
0.875191473	4.676383349	0.03100366
0.875840633	4.675929644	0.030952134
0.876490757	4.675476958	0.030899521
0.877141846	4.675025304	0.030847961
0.877793904	4.674576817	0.030796371
0.878440708	4.674129363	0.030745833
0.879094699	4.67368293	0.030694209
0.879743422	4.673238602	0.030643631
0.880393104	4.672796365	0.03059196
0.881043745	4.672355163	0.030541343
0.881695349	4.671916068	0.030491772
0.882341638	4.671477995	0.030441115
0.882995164	4.67104203	0.030391506
0.883643361	4.670607087	0.03034081
0.88429251	4.670174253	0.030291161
0.884942614	4.669742457	0.030242567
0.885593674	4.669312756	0.03019288
0.886245693	4.668884086	0.030143177
0.886892329	4.668457527	0.030094522
0.887539909	4.668032	0.030045852
0.888194798	4.667608577	0.02999716
0.888844282	4.667186188	0.029948452
0.889494716	4.66676591	0.029900793
0.890139713	4.666346659	0.029852047
0.890792045	4.66592845	0.029804358
0.891445334	4.665512347	0.029756646
0.892093164	4.665097279	0.02970892
0.892741935	4.664684318	0.029661171
0.893391651	4.6642724	0.02961448
0.894042314	4.663862589	0.029567766
0.894693925	4.663452737	0.029519973
0.89534002	4.663046072	0.029473224
0.895993525	4.662639372	0.029426466
0.8966415	4.662234789	0.02938076
0.897290412	4.661832309	0.029333959
0.897940265	4.661429802	0.029288224
0.898591059	4.661029406	0.029242467
0.899242798	4.660631121	0.02919669
0.899895483	4.660232803	0.029150904
0.900542574	4.659836597	0.029105098
0.901190597	4.659442503	0.02905927
0.901839554	4.659048384	0.029014509
0.902489445	4.658656378	0.028969726
0.903140274	4.658265412	0.02892493
0.903792043	4.657876561	0.028880113
0.904444752	4.657487678	0.028835288
0.905091798	4.65710091	0.028790443
0.905739771	4.656716265	0.028746652
0.906395298	4.656331588	0.028702853
0.907045139	4.65594902	0.02865796
0.907695912	4.655567502	0.028614127
0.908340965	4.655187034	0.028571355
0.9089936	4.654808677	0.028527488
0.909640499	4.654430289	0.028483615
0.910295003	4.654054026	0.028440796
0.910943757	4.653678808	0.028397963
0.911593436	4.653305708	0.028355111
0.912244042	4.652932579	0.028312252
0.912895578	4.652561569	0.028269373
0.913541314	4.652191605	0.028226481
0.914194704	4.651822694	0.028184651
0.91484228	4.651454822	0.028141733
0.915490774	4.651089077	0.02809987
0.916140188	4.650723304	0.028058001
0.916790523	4.650359653	0.028016113
0.917441783	4.649997049	0.027974211
0.918093969	4.649635493	0.027932297
0.918740274	4.64927499	0.027891446
0.919394308	4.648915529	0.027849506
0.920042446	4.648558198	0.027808622
0.920691499	4.64820084	0.027767733
0.921341468	4.647845606	0.027726825
0.921992355	4.647491421	0.027685904
0.922644163	4.647138285	0.02764497
0.923290018	4.646786206	0.0276051
0.923943662	4.646435169	0.027564142
0.924591338	4.646085189	0.027524248
0.925239922	4.645736259	0.027484341
0.925889417	4.645389456	0.027444416
0.926539824	4.645042627	0.027404485
0.927191146	4.644696849	0.027364542
0.927843384	4.644353199	0.02732458
0.928489587	4.644009529	0.027285689
0.929143654	4.643667982	0.027245703
0.92979167	4.643327493	0.027206782
0.93044059	4.64298698	0.027167856
0.931090418	4.642648595	0.027128911
0.931741153	4.642311263	0.027089954
0.932392799	4.641974984	0.027050986
0.933045356	4.641639759	0.027012006
0.933691797	4.641304515	0.026974097
0.934339134	4.640971396	0.026935094
0.934994419	4.640639337	0.026897156
0.935643564	4.640308332	0.026859207
0.936293611	4.639978381	0.026821246
0.936944562	4.639649485	0.026783273
0.937589328	4.639320566	0.026745296
0.938242083	4.638993779	0.0267073
0.938895746	4.638668053	0.026670371
0.939543202	4.638343377	0.026632353
0.940191551	4.638019762	0.026595402
0.940840795	4.637696119	0.026557367
0.941490937	4.637374616	0.026520394
0.942141978	4.637053091	0.026483415
0.94279392	4.636733701	0.026446419
0.943439585	4.636414295	0.026410496
0.944093325	4.636097018	0.026373477
0.944740772	4.63577972	0.026336454
0.945389108	4.635464563	0.026300492
0.946045553	4.635149385	0.026264526
0.946695682	4.634835259	0.026227469
0.947339466	4.634522197	0.026191481
0.947991375	4.634210193	0.026155482
0.948644182	4.633899247	0.026119472
0.94929062	4.633589365	0.02608453
0.949945218	4.633279457	0.026048504
0.950593431	4.632971687	0.026012462
0.951242529	4.632663902	0.025977494
0.951892514	4.632358256	0.02594251
0.952543389	4.632052584	0.025906442
0.953195153	4.631747978	0.025871442
0.953840473	4.631444431	0.025836432
0.954494014	4.631141945	0.025801412
0.955141094	4.630840518	0.025766381
0.955789052	4.630539079	0.025732425
0.956445267	4.630239773	0.025697373
0.957094996	4.629940454	0.025663397
0.957745608	4.62964219	0.02562833
0.958389698	4.629344994	0.025594334
0.959042072	4.629048858	0.025560326
0.959695335	4.628753778	0.025525229
0.96034205	4.628459766	0.025491201
0.960989637	4.628165741	0.02545825
0.961645557	4.627872772	0.025424208
0.962294904	4.627580865	0.025390156
0.962945128	4.62729002	0.025356094
0.963588743	4.627000244	0.025323102
0.964240718	4.62671045	0.025290106
0.964893576	4.626422794	0.025256014
0.965539799	4.626135126	0.025222999
0.966194417	4.625848521	0.025189973
0.966842384	4.625562979	0.025156938
0.967491221	4.62527742	0.025123898
0.96814093	4.624992924	0.025090849
0.968791511	4.624710574	0.025057784
0.969442968	4.624427131	0.025025802
0.970095301	4.624145828	0.024992724
0.970740912	4.623865595	0.024960717
0.971394994	4.623585339	0.024927625
0.972042336	4.623306154	0.024895604
0.972690543	4.623028033	0.024863574
0.973339614	4.622749896	0.02483154
0.973989552	4.622473906	0.024799491
0.974640358	4.6221979	0.024767438
0.975292035	4.621921877	0.024735381
0.975944584	4.621648002	0.024703309
0.976590315	4.621374116	0.024672315
0.977244603	4.621101291	0.02464023
0.977892055	4.620829537	0.024609218
0.978540366	4.620558844	0.024577114
0.979189537	4.620288141	0.024546088
0.97983957	4.620018505	0.024515053
0.980490467	4.619749936	0.024484009
0.981142229	4.61948135	0.024452962
0.981794858	4.619214915	0.024421899
0.982440571	4.618948464	0.024390833
0.983094928	4.618681998	0.024359763
0.983742353	4.618417688	0.024329761
0.984390631	4.618153357	0.024298673
0.985039764	4.617889016	0.024268665
0.985689754	4.617626821	0.024237558
0.986340602	4.617364617	0.024207532
0.98699231	4.617103481	0.024177496
0.98764488	4.616843407	0.024146368
0.988290435	4.616583325	0.02411632
0.988944724	4.616324311	0.024086263
0.98959198	4.616066367	0.024056197
0.990240084	4.615808413	0.02402721
0.990889038	4.615551523	0.023997132
0.991538843	4.615295702	0.023967045
0.992189501	4.615039873	0.023938038
0.992841013	4.614785108	0.023907939
0.993493381	4.614531417	0.023878914
0.994138636	4.614277708	0.023848803
0.994792711	4.614025074	0.023819767
0.995439656	4.61377351	0.023790721
0.996095445	4.613523016	0.023761668
0.996744085	4.613272508	0.023732611
0.997393571	4.613021988	0.023703551
0.998043903	4.612773621	0.023674476
0.998695085	4.612525242	0.023645399
0.999339061	4.612276849	0.023616319
0.999991935	4.612030617	0.023588308
